"Country","Region","Year","GDP","Score"
Tajikistan,null region,2016,12.034682632938352,2.849302649869706
Benin,Sub-Saharan Africa,2016,12.077261946346493,5.8765377987246685
Sudan,Sub-Saharan Africa,2018,16.179718716522896,3.7766943287044716
Guinea,null region,2017,1.3235654518231474,1.2168300126823839
Austria,null region,2016,52.88545676538663,1.1911821645500837
Nigeria,null region,2015,20.345381954926996,1.8212314422648064
United States,North America,2017,67.2612058591696,0.09963436779378197
Yemen,Middle East and Northern Africa,2019,5.140631729717073,5.477554676744222
Turkey,Middle East and Northern Africa,2021,36.20620900991909,8.306598468589014
Chad,Sub-Saharan Africa,2016,2.661270625474503,0.36311728645269614
Sierra Leone,Sub-Saharan Africa,2019,0.5112095077929529,2.535796832227403
Cyprus,Western Europe,2020,13.219285997700096,7.77709069880416
Malta,null region,2020,23.56721861351528,7.28504694071814
Belgium,Western Europe,2015,45.25561837433392,5.428563781475552
Libya,null region,2017,37.25452820097953,5.472459058810441
Bhutan,Southern Asia,2016,20.16797325438488,5.743999957761729
Croatia,Central and Eastern Europe,2020,19.706741525848606,6.841674167167035
Angola,Sub-Saharan Africa,2016,20.623671316526455,9.270810547911339
Finland,null region,2015,34.37797632599074,10.918752541471838
China,Eastern Asia,2018,2.270922139645037,1.8515271900135104
Kenya,null region,2017,15.334053933515111,1.002264018538922
Thailand,Southeastern Asia,2019,12.836910338378711,7.378283756513197
Oman,null region,2015,54.29454246684505,3.241965299435035
Turkey,Middle East and Northern Africa,2016,4.503794681513193,6.899903957117771
Honduras,null region,2018,10.613604946542905,9.776566970672999
Nepal,Southern Asia,2017,2.3263347588128505,4.942168897856728
South Sudan,Sub-Saharan Africa,2017,17.702232719723206,6.5837918292956665
Turkmenistan,Central and Eastern Europe,2020,16.5811067569265,5.366748035453547
Somalia,Sub-Saharan Africa,2019,0.0,2.853658709052091
Burundi,Sub-Saharan Africa,2015,0.48334243823550527,4.771642215619411
Mauritius,Sub-Saharan Africa,2018,76.34054975530859,21.09804797842389
Taiwan,Eastern Asia,2016,27.176422859034812,3.410778170718153
Kyrgyzstan,Central and Eastern Europe,2019,3.148986271964035,10.43645222960881
Egypt,null region,2018,1.7135622792963001,0.16402758196742662
Madagascar,Sub-Saharan Africa,2020,10.467146658986426,1.4615747076856425
Turkey,Middle East and Northern Africa,2019,29.015453577420903,2.0903832729967533
Ukraine,Central and Eastern Europe,2017,5.823234289762255,2.327922792684033
Bosnia and Herzegovina,Central and Eastern Europe,2016,29.660612550380932,8.260506257285622
Venezuela,Latin America and Caribbean,2017,40.61887739751256,3.3037898348472656
Philippines,null region,2021,22.414817941457624,9.503688796397732
Gabon,Sub-Saharan Africa,2017,34.212973980251284,3.592141344822168
Ivory Coast,Sub-Saharan Africa,2021,17.177653080510158,3.0749061211894295
Japan,Eastern Asia,2015,46.97127524265459,7.916007355293346
Portugal,Western Europe,2016,2.8813039317593416,4.9023677264221925
South Korea,Eastern Asia,2017,19.50967898018027,4.120815977917354
Austria,null region,2018,71.55109431105853,6.901336595421307
Myanmar,Southeastern Asia,2016,8.087480808081825,5.140723086228095
Netherlands,Western Europe,2015,29.41125021063389,5.500578443518686
Hungary,Central and Eastern Europe,2019,10.452008237249194,8.50955763295405
Tajikistan,null region,2017,15.986610446949173,1.59951538626108
Australia,Australia and New Zealand,2019,8.193257636730323,8.694102726870764
Northern Cyprus,-,2019,29.65900952597092,1.0832871292003226
Uganda,null region,2018,13.529124382769568,0.672984332201537
Algeria,null region,2021,3.8405880135714683,3.3269171582131514
Angola,Sub-Saharan Africa,2015,15.458296107923854,5.653552123415718
Burkina Faso,Sub-Saharan Africa,2018,2.1313122746382382,4.453781032024558
Peru,Latin America and Caribbean,2018,26.265624499965405,8.249322952302073
Burkina Faso,Sub-Saharan Africa,2017,12.855735400107909,3.106514669534377
Morocco,Middle East and Northern Africa,2018,11.667683963829283,14.30320165130936
Belgium,Western Europe,2017,22.358592739134227,1.1863863692148484
Guatemala,Latin America and Caribbean,2019,38.387358923262866,3.4561265423059067
Montenegro,Central and Eastern Europe,2017,43.428172835104746,4.6103736380865
Palestinian Territories,null region,2017,27.387742234091064,3.6387395439525
Madagascar,Sub-Saharan Africa,2016,2.023177938572204,0.17980058496521625
Mauritania,Sub-Saharan Africa,2018,15.046163546482854,3.4757091356050114
Nicaragua,Latin America and Caribbean,2020,28.02122187589555,9.532418128670548
Denmark,Western Europe,2016,14.281464463318734,0.7522066125220406
United States,North America,2018,36.58482068273706,15.362068817463372
Mozambique,null region,2018,9.526462579727347,1.085508440454893
Germany,Western Europe,2020,47.54091709777465,8.504804918541717
Denmark,Western Europe,2017,60.245072922615776,8.66809349244591
Venezuela,Latin America and Caribbean,2019,35.16133162107604,8.5270432472955
Philippines,null region,2020,51.42125378420964,1.4966202064172553
Nigeria,null region,2020,26.64682842725097,3.2156254312067163
Uganda,null region,2016,9.127854089139978,5.1340269425038185
Saudi Arabia,null region,2017,87.35924432188492,4.186689977768062
Tunisia,Middle East and Northern Africa,2020,9.307847877656071,3.569179416915863
Brazil,Latin America and Caribbean,2015,32.83284049548711,1.8478930532187186
Bolivia,Latin America and Caribbean,2018,15.757206980599793,1.9671460736570006
New Zealand,Australia and New Zealand,2020,58.51486566765035,5.522674528194355
Latvia,Central and Eastern Europe,2021,14.740374437598568,6.170645882391745
Laos,Southeastern Asia,2015,10.782306869939045,6.011634101183234
Georgia,Central and Eastern Europe,2018,11.008310904634586,5.784791479197479
Chile,null region,2021,4.99820621908543,8.257807429716758
Germany,Western Europe,2021,62.90110414019285,6.036993707409626
Germany,Western Europe,2016,43.71730963337859,5.8613748880900625
Montenegro,Central and Eastern Europe,2020,5.481238274056593,1.4367293492217579
Slovenia,Central and Eastern Europe,2016,7.026834605299237,7.591131414898364
Peru,Latin America and Caribbean,2019,1.818936542081886,4.908267059435941
Taiwan,Eastern Asia,2018,40.93756944434156,1.7531174708504942
Senegal,Sub-Saharan Africa,2018,1.4949071961817524,2.4295175000760674
United Kingdom,Western Europe,2017,18.79838213737789,5.909733722536141
Burkina Faso,Sub-Saharan Africa,2020,9.421472946142305,2.632136130020888
Austria,null region,2015,32.18078907031579,10.184480852929118
Romania,Central and Eastern Europe,2019,7.6310879289563065,7.820190991148555
Tunisia,Middle East and Northern Africa,2017,45.2176561118117,2.5699047968218434
Slovakia,null region,2017,25.503085014257056,12.947954896554048
Madagascar,Sub-Saharan Africa,2016,4.771348273949061,6.7693094283121935
Swaziland,Sub-Saharan Africa,2021,29.754000666898108,3.566449843463791
Australia,Australia and New Zealand,2018,30.85139158493831,8.127935416083625
Poland,Central and Eastern Europe,2018,39.65792418252769,4.46153467247851
Libya,null region,2016,2.0194192196670717,4.3336610843763825
Denmark,Western Europe,2020,26.30849447602247,6.115395811933317
Bahrain,Middle East and Northern Africa,2019,36.41901143721296,5.899426723211891
Ecuador,Latin America and Caribbean,2018,3.6960572791385937,1.1825240404640516
Uruguay,null region,2016,27.880032544388957,5.447828340802072
Sierra Leone,Sub-Saharan Africa,2019,1.4173350698450862,7.496589352901933
Congo (Kinshasa),Sub-Saharan Africa,2019,1.3097859866431114,5.7927505890789845
Cameroon,null region,2018,10.67677213493867,6.5342684904623045
Turkey,Middle East and Northern Africa,2017,40.15420742817914,7.862132867553654
Gabon,Sub-Saharan Africa,2020,7.350179573791019,7.352992976254559
Central African Republic,Sub-Saharan Africa,2017,0.0,1.131514173945898
Philippines,null region,2017,12.185601210654896,0.11241075052155584
United Kingdom,Western Europe,2016,3.938852189616175,1.490208095088819
Netherlands,Western Europe,2017,49.95709992383445,3.862407780058775
Azerbaijan,Central and Eastern Europe,2020,16.165092409372605,0.14234794221783717
Algeria,null region,2015,37.95679914154461,5.889047568532017
Mauritius,Sub-Saharan Africa,2020,44.77407318272494,4.644662038069789
South Africa,Sub-Saharan Africa,2017,3.6140725138233685,4.941651375100992
Haiti,Latin America and Caribbean,2015,4.146947924071598,5.7167109065172514
Panama,Latin America and Caribbean,2020,39.35700913604242,1.4474835094541358
Netherlands,Western Europe,2015,12.82170443918384,13.74545634297988
Kyrgyzstan,Central and Eastern Europe,2016,0.9590310615767599,6.1356229453125835
Tanzania,Sub-Saharan Africa,2015,7.679727943711851,4.59540288164768
Swaziland,Sub-Saharan Africa,2019,34.414391006956734,4.656181206958887
Kuwait,Middle East and Northern Africa,2020,27.131944695259683,8.652195725388456
Swaziland,Sub-Saharan Africa,2015,1.938231399862685,6.220383575460711
Turkmenistan,Central and Eastern Europe,2019,55.76421010216455,6.48912272720224
Mauritania,Sub-Saharan Africa,2021,24.54568979192827,2.467365402660645
Congo (Kinshasa),Sub-Saharan Africa,2015,0.0,1.6115472252997776
South Africa,Sub-Saharan Africa,2015,3.1401782043881945,7.435328124818145
Mauritius,Sub-Saharan Africa,2019,16.66541525795906,3.499645080094646
Morocco,Middle East and Northern Africa,2020,23.973425037401032,3.611503376679085
Bosnia and Herzegovina,Central and Eastern Europe,2017,31.639142006329646,11.113413856288958
Austria,null region,2020,34.28716176706984,7.34150776748415
Romania,Central and Eastern Europe,2016,28.502111613731547,4.632949556018311
Ireland,Western Europe,2016,53.53981951125463,12.998791473941692
Ecuador,Latin America and Caribbean,2021,19.101044007144427,1.5907228661250348
Australia,Australia and New Zealand,2019,24.758147224088837,5.335087281441069
El Salvador,null region,2016,16.816176902267255,8.03798592479603
Croatia,Central and Eastern Europe,2019,0.640992226328009,6.414505501142496
Libya,null region,2020,34.841752043821685,7.295102428870387
Finland,null region,2017,57.24615354961858,6.1984102014944025
Cambodia,Southeastern Asia,2018,12.43158680109224,5.531376419286305
Turkey,Middle East and Northern Africa,2017,37.41296106397939,4.8457823992433
Turkey,Middle East and Northern Africa,2017,37.41296106397939,""
Serbia,Central and Eastern Europe,2021,4.504732786539033,0.9322610598120333
Bulgaria,null region,2017,5.061759408947079,2.945311733303934
Jordan,null region,2021,25.15760198374948,4.6878049392554155
Luxembourg,Western Europe,2017,83.21807381763314,7.995153485238081
Egypt,null region,2016,46.99064320582553,2.1970260506410138
Bosnia and Herzegovina,Central and Eastern Europe,2017,21.360538412846804,7.8300216718312985
Uganda,null region,2017,9.970469470237205,2.9825909900695824
Canada,null region,2019,33.40702207570884,9.066094014202394
Congo (Kinshasa),Sub-Saharan Africa,2016,1.7227110442062847,0.9553050227787787
Romania,Central and Eastern Europe,2020,14.206463584279843,8.425860346978764
Bosnia and Herzegovina,Central and Eastern Europe,2020,17.912660459089988,7.0661787218767325
Nepal,Southern Asia,2018,13.849110466137011,4.653246539002954
Malta,null region,2019,69.81767422025855,2.5230443402070786
Mauritius,Sub-Saharan Africa,2018,14.857455095188042,0.32789822440843963
Angola,Sub-Saharan Africa,2017,10.758162871812704,10.025909162308976
Nepal,Southern Asia,2017,24.074103899610602,1.734843006648485
Congo (Brazzaville),null region,2018,30.367826120678462,5.225843092155652
Madagascar,Sub-Saharan Africa,2015,6.498347523766123,2.572276703856711
Senegal,Sub-Saharan Africa,2019,24.23683755392693,5.5568363052971295
Israel,null region,2018,13.290423869499875,4.316001128229266
Jamaica,Latin America and Caribbean,2020,38.9655841921532,0.7623848539851784
United Arab Emirates,Middle East and Northern Africa,2015,64.24682259447529,4.7096554668761925
Portugal,Western Europe,2019,41.88753215646197,6.5641869538546
Ireland,Western Europe,2021,31.74087666657849,9.133955521426728
Finland,null region,2016,41.925299437087375,7.349404178551767
Chile,null region,2016,15.28290184114938,3.923320494768124
Kosovo,Central and Eastern Europe,2015,20.586896520335003,7.8369672568450115
Guatemala,Latin America and Caribbean,2020,39.389209031801656,3.3113822617341375
South Sudan,Sub-Saharan Africa,2019,9.393288596559671,0.3197997316380734
Georgia,Central and Eastern Europe,2015,7.078048566657085,5.306784647398357
Ecuador,Latin America and Caribbean,2017,25.70845027218761,4.6601975138342056
Jamaica,Latin America and Caribbean,2019,36.38875437887437,10.167243905815317
South Africa,Sub-Saharan Africa,2017,0.7382797477018497,5.844790169094929
Burundi,Sub-Saharan Africa,2015,0.3039143147896592,2.1435742543506557
Iraq,Middle East and Northern Africa,2020,28.727123587875468,0.08674360864740703
New Zealand,Australia and New Zealand,2015,16.828362144894957,9.429734837755976
Northern Cyprus,-,2018,14.94309086950684,7.581800671075574
Bulgaria,null region,2017,14.73702647301361,4.565282048429074
Mongolia,Eastern Asia,2016,22.873441364539744,2.8019807327856663
Haiti,Latin America and Caribbean,2019,5.6750709863925275,2.9552014604143713
Malta,null region,2016,11.201326320447983,6.9357308041837085
Mexico,Latin America and Caribbean,2015,32.14933654829552,8.61243823707439
Denmark,Western Europe,2020,30.355954857375664,2.338398496517475
Tunisia,Middle East and Northern Africa,2016,17.1155902430477,5.313101938658133
Armenia,Central and Eastern Europe,2021,35.56428222032128,6.315926688541168
Palestinian Territories,null region,2018,9.870878200528,1.1579991765221136
Norway,Western Europe,2016,57.27470331212395,0.5634257036511984
Sweden,Western Europe,2017,23.095810330806227,7.466625744145964
Australia,Australia and New Zealand,2020,5.693292217751271,12.291242165873614
Slovakia,null region,2017,90.21331175597649,0.1767651738822502
India,null region,2015,28.384891440314025,6.223716565888758
Madagascar,Sub-Saharan Africa,2021,4.191933519142467,5.642025438047758
Haiti,Latin America and Caribbean,2021,12.228620752279483,2.3757202983909993
Cambodia,Southeastern Asia,2018,11.569042250666927,2.259953100674173
Turkey,Middle East and Northern Africa,2015,25.08939265325926,2.9322546133182126
Morocco,Middle East and Northern Africa,2020,33.065153658512656,7.406783027580549
El Salvador,null region,2016,23.914527050463423,4.812092559906673
Namibia,Sub-Saharan Africa,2021,20.525717038425817,4.016716712905009
Indonesia,Southeastern Asia,2015,31.53395217805658,5.191192668047315
Nicaragua,Latin America and Caribbean,2021,5.379927710490226,6.015646256146258
Paraguay,Latin America and Caribbean,2017,12.513556730590746,7.491652650845672
Zambia,Sub-Saharan Africa,2020,2.5426372190451696,2.849016474408677
Mexico,Latin America and Caribbean,2019,14.230675675710014,5.982865539204658
Uganda,null region,2016,20.455844538655303,4.94101309598122
Trinidad & Tobago,null region,2018,59.21690157821194,11.722936609548583
Jamaica,Latin America and Caribbean,2018,40.62327734620299,7.817677348563941
Ecuador,Latin America and Caribbean,2016,10.87752389083276,1.5369275714077426
Bosnia and Herzegovina,Central and Eastern Europe,2016,3.2017775828204904,2.032307163671177
Saudi Arabia,null region,2021,31.770804801009948,5.712705922664869
Uruguay,null region,2019,32.60549914527155,2.0832863468179896
Niger,Sub-Saharan Africa,2017,4.354015119436901,1.520455938111844
Macedonia,Central and Eastern Europe,2020,13.155635370616782,4.589331167107528
Syria,Middle East and Northern Africa,2017,28.945153346302142,0.8197823165792203
